OBJECT_NAME,OBJECT_ID,OBJECT_TYPE,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,WEATHER,BRIGHTEST,EARTH_RESOURCES,NAVIGATION,SCIENTIFIC,MISCELLANEOUS,COMMUNICATION,active geosynchronous,constellations,active_geosynchronous
STARLINK-31784,2024-080T,Sattelite,2026-02-22T11:38:03.337440,15.27573728,9.848e-05,42.9952,127.5359,246.4919,113.583,0,U,59618,999,10216,-1.437498e-06,-3.01e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31777,2024-080U,Sattelite,2026-02-22T21:08:33.623808,15.27568444,0.00019258,43.0069,125.3569,271.3834,88.6797,0,U,59619,999,10222,-7.89082e-06,-4.79e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31758,2024-080W,Sattelite,2026-02-22T05:41:06.901152,15.27564243,7.822e-05,43.001,121.3427,230.7671,129.3111,0,U,59621,999,10221,0.00015788947,4.083e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31774,2024-080X,Sattelite,2026-02-22T05:00:36.702432,15.27577676,4.744e-05,42.9972,121.9912,208.672,151.4106,0,U,59622,999,10220,5.7517999e-05,1.321e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31763,2024-080Y,Sattelite,2026-02-22T05:29:32.413632,15.27572307,0.00021706,43.0057,125.6085,284.2457,75.8154,0,U,59623,999,10216,-5.24299e-07,-2.77e-06,0.0,False,False,False,False,False,False,False,False,starlink,
LEGION 1,2024-081A,Sattelite,2026-02-22T23:08:07.659456,15.17342096,0.00060967,97.5093,132.9886,64.0477,296.1384,0,U,59625,999,10022,0.00030623309,6.046e-05,0.0,False,False,False,False,False,False,False,False,False,
LEGION 2,2024-081B,Sattelite,2026-02-22T22:19:31.685376,15.17362262,0.00078036,97.5096,133.0473,47.7588,312.4306,0,U,59626,999,10022,0.00026940281,5.315e-05,0.0,False,False,False,False,False,False,False,False,False,
STARLINK-31749,2024-082A,Sattelite,2026-02-22T12:08:20.053824,15.27573608,0.00011044,42.9968,225.2246,276.6982,83.3744,0,U,59631,999,10269,4.8483743e-05,1.072e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31781,2024-082B,Sattelite,2026-02-22T17:32:22.330464,15.27578408,5.384e-05,42.9979,210.1745,265.8002,94.2788,0,U,59632,999,10272,1.5966939e-05,1.78e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31541,2024-082C,Sattelite,2026-02-22T20:15:18.448128,15.27582795,0.00015777,43.0023,216.5331,265.3242,94.7429,0,U,59633,999,10281,6.0558323e-05,1.405e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31797,2024-082D,Sattelite,2026-02-22T20:26:52.554624,15.27577224,0.00012328,43.0028,223.5279,269.5029,90.5682,0,U,59634,999,10258,3.0185815e-05,5.69e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31798,2024-082E,Sattelite,2026-02-21T21:40:46.902432,15.27579571,0.000114,42.9997,229.3014,247.6891,112.3839,0,U,59635,999,10239,2.1258e-05,3.23e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31802,2024-082F,Sattelite,2026-02-21T12:04:44.573952,15.27586597,9.487e-05,42.9998,231.4625,277.5462,82.5282,0,U,59636,999,10233,-7.707487e-06,-4.74e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31791,2024-082G,Sattelite,2026-02-22T18:36:03.513888,15.27578484,0.00015389,43.0026,223.8057,275.443,84.6246,0,U,59637,999,10253,4.2760498e-05,9.15e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31727,2024-082H,Sattelite,2026-02-22T19:44:31.147008,15.27579775,0.00013534,42.9993,224.1595,264.8806,95.1891,0,U,59638,999,10258,3.7277575e-05,7.64e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31807,2024-082J,Sattelite,2026-02-22T19:33:27.428256,15.27561237,0.00016183,42.9999,224.1028,273.7845,86.2821,0,U,59639,999,10253,-5.1297317e-05,-1.673e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31806,2024-082K,Sattelite,2026-02-22T20:41:39.460128,15.27585184,0.00013183,43.0012,223.6028,246.7787,113.2926,0,U,59640,999,10254,2.7703312e-05,5e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31804,2024-082L,Sattelite,2026-02-22T20:04:40.381536,15.27573386,0.0001367,43.0,223.4059,278.8276,81.2421,0,U,59641,999,10254,-1.5140587e-05,-6.79e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31660,2024-082M,Sattelite,2026-02-22T17:44:07.006272,15.27590301,0.00014286,43.0015,183.8712,271.6712,88.3976,0,U,59642,999,10318,0.00012571532,3.2e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31800,2024-082N,Sattelite,2026-02-22T13:07:32.222208,15.2757855,0.0001463,42.9996,225.5124,208.7714,151.3057,0,U,59643,999,10259,3.7892e-05,7.81e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31789,2024-082P,Sattelite,2026-02-22T20:21:19.134432,15.27604852,0.00016627,43.0034,223.4955,271.7923,88.2739,0,U,59644,999,10274,0.0011132857,0.00030523,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31795,2024-082Q,Sattelite,2026-02-22T17:43:37.839360,15.27622525,8.174e-05,42.9995,165.6719,237.0097,123.0676,0,U,59645,999,10319,0.00030925627,8.269e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31796,2024-082R,Sattelite,2026-02-22T20:30:34.125696,15.27580708,0.00011679,43.0023,223.5435,255.2143,104.8579,0,U,59646,999,10270,3.1833736e-05,6.14e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31801,2024-082S,Sattelite,2026-02-22T19:50:05.059680,15.27578705,6.295e-05,42.9982,224.1861,256.3789,103.6992,0,U,59647,999,10258,1.7466712e-05,2.19e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31787,2024-082V,Sattelite,2026-02-22T20:36:09.199584,15.27567699,7.812e-05,43.001,223.571,288.4825,71.5942,0,U,59650,999,10274,1.0240632e-05,2e-07,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31277,2024-082W,Sattelite,2026-02-22T19:13:04.442304,15.27571697,0.00015468,43.0029,224.0013,279.8881,80.1796,0,U,59651,999,10273,1.2285032e-05,7.6e-07,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31799,2024-082X,Sattelite,2026-02-22T16:58:26.208192,15.27580574,0.00018386,43.0037,213.7502,261.7269,98.3374,0,U,59652,999,10269,1.3545976e-05,1.1e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31764,2024-082Y,Sattelite,2026-02-22T20:15:45.952704,15.27580365,0.0001099,43.0035,223.463,273.7431,86.3295,0,U,59653,999,10274,2.5896242e-05,4.51e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31589,2024-084A,Sattelite,2026-02-22T04:24:10.687392,15.27576877,0.00018815,43.0042,129.2058,272.8566,87.2071,0,U,59654,999,10202,5.3204323e-05,1.202e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31665,2024-084B,Sattelite,2026-02-22T21:51:43.205472,15.27532596,0.00015518,43.0047,121.7443,269.8081,90.2593,0,U,59655,999,10215,0.00040878253,0.00010987,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31912,2024-084C,Sattelite,2026-02-22T14:29:49.792992,15.27576945,0.0001068,43.0023,127.1968,251.5536,108.52,0,U,59656,999,10206,3.2756e-05,6.39e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31904,2024-084D,Sattelite,2026-02-22T22:05:48.235488,15.27577818,9.766e-05,43.002,125.2724,250.6576,109.417,0,U,59657,999,10211,6.9549682e-05,1.652e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31858,2024-084E,Sattelite,2026-02-22T05:47:13.675200,15.27648768,6.871e-05,42.9981,128.7726,188.8967,171.1873,0,U,59658,999,10201,-0.00051378339,-0.00014402,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31881,2024-084F,Sattelite,2026-02-22T21:18:23.508576,15.27578422,9.455e-05,43.002,121.5652,269.9091,90.1652,0,U,59659,999,10215,2.8918281e-05,5.34e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31885,2024-084G,Sattelite,2026-02-22T12:37:52.609440,15.27586588,0.00012624,43.0023,124.0124,258.7513,101.3197,0,U,59660,999,10209,-4.6569727e-05,-1.544e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31880,2024-084H,Sattelite,2026-02-22T04:26:43.807200,15.27574689,7.92e-05,43.0016,125.7518,216.4003,143.6795,0,U,59661,999,10204,-5.780102e-06,-4.21e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31886,2024-084J,Sattelite,2026-02-22T11:15:57.843072,15.27574845,0.00011139,43.0014,127.9028,211.8628,148.2157,0,U,59662,999,10204,2.1728437e-05,3.36e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31909,2024-084K,Sattelite,2026-02-22T13:23:13.610688,15.27563814,0.0001226,43.0019,126.8845,264.3689,95.7023,0,U,59663,999,10206,-6.5771e-05,-2.07e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31910,2024-084L,Sattelite,2026-02-22T21:34:21.205056,15.27575805,0.00011327,43.0022,125.1056,285.2029,74.8697,0,U,59664,999,10211,1.0682461e-05,3.2e-07,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31902,2024-084N,Sattelite,2026-02-22T05:10:26.081760,15.27576428,0.00024028,42.9988,129.4287,181.8693,178.215,0,U,59666,999,10200,7.429081e-06,-5.8e-07,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31913,2024-084P,Sattelite,2026-02-22T13:46:07.311936,15.27576328,9.77e-05,43.0032,123.5069,258.6756,101.3986,0,U,59667,999,10210,-1.4146e-05,-6.51e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31866,2024-084Q,Sattelite,2026-02-22T21:07:59.018880,15.27576308,8.634e-05,43.002,118.0326,283.2747,76.8009,0,U,59668,999,10219,2.08956e-07,-2.56e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31917,2024-084R,Sattelite,2026-02-22T06:18:41.409792,15.2757642,0.0001548,43.0017,128.9296,264.0108,96.0567,0,U,59669,999,10201,2.5232066e-05,4.32e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31860,2024-084S,Sattelite,2026-02-22T06:15:41.073984,15.27575102,9.99e-05,43.0015,125.4526,206.0265,154.0537,0,U,59670,999,10203,5.3852852e-05,1.22e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31854,2024-084T,Sattelite,2026-02-22T19:19:53.653440,15.27583045,6.932e-05,42.9994,92.8277,288.474,71.6036,0,U,59671,999,10245,-4.6912456e-05,-1.553e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31842,2024-084U,Sattelite,2026-02-22T04:52:37.666272,15.27580439,0.00022807,43.0009,125.8796,279.7759,80.2835,0,U,59672,999,10204,3.1156095e-05,5.95e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31871,2024-084V,Sattelite,2026-02-22T06:07:35.104224,15.27580369,0.00013056,43.0071,128.8722,255.1428,104.9279,0,U,59673,999,10201,-7.302382e-06,-4.63e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31875,2024-084W,Sattelite,2026-02-22T06:04:35.212512,15.27570429,8.751e-05,43.0021,125.3964,234.1601,125.917,0,U,59674,999,10205,4.7331024e-05,1.04e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31877,2024-084X,Sattelite,2026-02-22T22:11:21.259968,15.27586835,0.00011078,43.0033,125.2924,244.7375,115.3362,0,U,59675,999,10211,2.839523e-06,-1.84e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31884,2024-084Y,Sattelite,2026-02-22T21:54:42.165792,15.27584024,8.273e-05,43.0006,125.2299,233.9179,126.1596,0,U,59676,999,10211,6.0189587e-05,1.395e-05,0.0,False,False,False,False,False,False,False,False,starlink,
2024-085B,2024-085B,Sattelite,2026-02-22T21:59:39.433632,15.86284933,0.00048251,97.337,145.1059,301.7772,58.3028,0,U,59678,999,10106,0.0014617509,0.00377763,0.0,False,False,False,False,False,False,False,False,False,
2024-085C,2024-085C,Sattelite,2026-02-22T22:12:54.474336,15.31509747,0.00295531,97.3385,130.8182,88.8624,271.6004,0,U,59679,999,10014,0.00039521458,0.00012117,0.0,False,False,False,False,False,False,False,False,False,
2024-085D,2024-085D,Sattelite,2026-02-22T22:36:51.421248,15.3294405,0.00158952,97.334,130.5058,104.178,256.123,0,U,59680,999,10014,0.0004863911,0.00015474,0.0,False,False,False,False,False,False,False,False,False,
STARLINK-32108,2024-086A,Sattelite,2026-02-22T06:46:08.219712,15.27567099,9.263e-05,43.0019,150.5147,253.8832,106.1917,0,U,59682,999,10170,-4.2153e-07,-2.73e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32080,2024-086B,Sattelite,2026-02-22T15:08:22.671744,15.27571027,8.93e-05,43.0002,148.8399,251.9344,108.141,0,U,59683,999,10177,-2.5598e-05,-9.66e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32091,2024-086C,Sattelite,2026-02-22T22:38:50.241984,15.27561238,0.00011658,43.0034,135.6761,266.2678,93.804,0,U,59684,999,10195,0.00016080717,4.163e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32085,2024-086D,Sattelite,2026-02-22T08:02:29.810400,15.27559895,0.0001479,43.0024,146.629,278.2807,81.7877,0,U,59685,999,10176,7.6177775e-05,1.833e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32100,2024-086E,Sattelite,2026-02-22T21:06:42.223968,15.27578687,0.00014673,43.0019,125.4277,273.8576,86.2108,0,U,59686,999,10205,2.6088979e-05,4.56e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32089,2024-086F,Sattelite,2026-02-22T15:31:03.615168,15.27583569,0.0001479,43.0032,144.6689,260.4092,99.6593,0,U,59687,999,10181,8.3027e-05,2.023e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32103,2024-086G,Sattelite,2026-02-22T21:47:56.008896,15.27575302,0.00010791,43.0003,132.8083,270.3054,89.7674,0,U,59688,999,10197,2.0624126e-05,3.06e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32105,2024-086H,Sattelite,2026-02-22T05:56:53.068416,15.27576024,0.00011143,43.0015,146.8356,256.5877,103.485,0,U,59689,999,10175,1.2697336e-05,8.7e-07,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32106,2024-086J,Sattelite,2026-02-22T22:22:10.704576,15.27649454,0.00013314,43.0021,135.5881,252.3658,107.7048,0,U,59690,999,10194,-0.00042798739,-0.00012045,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32090,2024-086K,Sattelite,2026-02-21T15:30:28.249920,15.27577698,0.0002082,43.0063,154.3743,272.1902,87.8711,0,U,59691,999,10161,6.2348e-05,1.453e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32088,2024-086M,Sattelite,2026-02-22T22:33:16.839936,15.27572637,0.00013629,43.002,135.6471,277.2073,82.8623,0,U,59693,999,10194,4.3385699e-05,9.32e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32107,2024-086N,Sattelite,2026-02-22T22:35:48.283584,15.27580951,3.411e-05,42.997,143.4354,291.0287,69.0528,0,U,59694,999,10185,2.1644871e-05,3.34e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32104,2024-086P,Sattelite,2026-02-22T14:43:50.888352,15.27583123,0.0001131,43.0015,141.7434,276.4205,83.6518,0,U,59695,999,10184,-2.923e-05,-1.066e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32094,2024-086Q,Sattelite,2026-02-22T22:41:20.644512,15.27578284,0.00013,43.0021,143.4639,273.142,86.9282,0,U,59696,999,10185,8.538989e-05,2.088e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32099,2024-086R,Sattelite,2026-02-22T06:02:25.933056,15.27573272,0.00011952,43.0007,146.8622,244.0287,116.0442,0,U,59697,999,10175,7.4003e-06,-5.8e-07,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32096,2024-086S,Sattelite,2026-02-22T06:22:48.023904,15.27562479,0.00014737,43.0016,146.9665,263.7577,96.3107,0,U,59698,999,10175,-4.7461858e-05,-1.567e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32102,2024-086T,Sattelite,2026-02-22T06:11:40.700544,15.27577239,0.00017998,42.9987,146.9083,246.3786,113.6876,0,U,59699,999,10175,0.0010319774,0.00028242,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32092,2024-086U,Sattelite,2026-02-22T22:19:08.503392,15.27578782,0.00014649,43.002,143.3504,262.3894,97.6792,0,U,59700,999,10185,4.4980218e-05,9.76e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32093,2024-086V,Sattelite,2026-02-22T22:15:27.607968,15.27573234,4.598e-05,43.0001,143.3338,301.9842,58.0965,0,U,59701,999,10185,1.2404485e-05,8e-07,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32087,2024-086W,Sattelite,2026-02-22T06:17:12.569856,15.2758898,0.00016875,43.0026,146.9385,268.0456,92.0202,0,U,59702,999,10175,6.7198621e-05,1.588e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32086,2024-086X,Sattelite,2026-02-22T15:16:16.186080,15.27577602,5.42e-05,43.0018,144.5913,247.0421,113.0374,0,U,59703,999,10181,5.0367e-06,-1.23e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-32098,2024-086Y,Sattelite,2026-02-22T22:30:14.529888,15.2757459,0.00011009,43.0012,143.4102,267.2103,92.8623,0,U,59704,999,10185,7.0875499e-05,1.688e-05,0.0,False,False,False,False,False,False,False,False,starlink,
ZHIHUI TIANWANG-1 01A,2024-087A,Sattelite,2026-02-21T23:00:54.163008,2.00565598,0.0023596,53.1256,175.3297,198.483,161.4171,0,U,59705,999,1299,0.0,4.2e-07,0.0,False,False,False,False,False,False,False,False,False,
ZHIHUI TIANWANG-1 01B,2024-087B,Sattelite,2026-02-21T23:05:12.714144,2.00564885,0.00222514,53.1254,175.3277,195.6343,164.2828,0,U,59706,999,1264,0.0,4.2e-07,0.0,False,False,False,False,False,False,False,False,False,
STARLINK-11107 [DTC],2024-088A,Sattelite,2026-02-22T06:19:06.324096,15.6968013,0.00012984,53.1581,42.0116,73.0872,287.0289,0,U,59708,999,10383,-1.8758331e-05,-2.858e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11088 [DTC],2024-088B,Sattelite,2026-02-22T22:53:35.998368,15.69789008,0.00012006,53.1579,39.2222,99.2842,260.8312,0,U,59709,999,10395,0.000611906,0.00074455,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11092 [DTC],2024-088C,Sattelite,2026-02-22T22:46:31.259424,15.69742137,0.00011461,53.1582,39.1859,109.7072,250.407,0,U,59710,999,10395,4.9300103e-05,5.395e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11082 [DTC],2024-088D,Sattelite,2026-02-22T16:32:44.643840,15.69707377,9.664e-05,53.159,40.4103,116.0149,244.0969,0,U,59711,999,10391,3.0205063e-05,3.072e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11108 [DTC],2024-088E,Sattelite,2026-02-22T16:25:41.044512,15.69707455,0.00015533,53.1608,40.3775,99.4983,260.6211,0,U,59712,999,10391,9.477414e-06,5.59e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11100 [DTC],2024-088F,Sattelite,2026-02-22T05:36:51.132960,15.69691035,9.974e-05,53.1593,42.5444,90.3669,269.7463,0,U,59713,999,10384,-2.96203e-06,-9.47e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11094 [DTC],2024-088G,Sattelite,2026-02-22T22:18:17.461728,15.69774692,0.00028056,53.157,39.0662,91.1676,268.9663,0,U,59714,999,10395,0.00048070037,0.00058221,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11101 [DTC],2024-088H,Sattelite,2026-02-22T15:57:26.091648,15.69715912,0.00025146,53.1592,40.2446,84.6835,275.447,0,U,59715,999,10391,1.450485e-05,1.167e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11099 [DTC],2024-088J,Sattelite,2026-02-22T16:04:29.049024,15.69719141,0.00010764,53.1589,40.2748,82.866,277.2481,0,U,59716,999,10391,1.9434203e-05,1.767e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11084 [DTC],2024-088K,Sattelite,2026-02-22T15:50:22.014528,15.69719593,0.00016739,53.1564,40.2128,104.8643,255.2561,0,U,59717,999,10391,5.3215738e-05,5.865e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11103 [DTC],2024-088L,Sattelite,2026-02-22T15:43:17.807808,15.69712509,9.483e-05,53.1592,40.1779,78.5215,281.5909,0,U,59718,999,10391,-1.527678e-05,-2.439e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11096 [DTC],2024-088M,Sattelite,2026-02-22T06:12:10.405728,15.69698105,0.00025653,53.1594,42.703,119.9087,240.2186,0,U,59719,999,10384,-3.1130876e-05,-4.359e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-11095 [DTC],2024-088N,Sattelite,2026-02-22T06:26:09.979584,15.6968018,0.00016525,53.1584,42.0321,47.0481,313.0675,0,U,59720,999,10385,-1.5352577e-05,-2.446e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31834,2024-088P,Sattelite,2026-02-22T21:22:00.653376,15.30201558,0.00011715,53.1593,208.8385,91.339,268.7745,0,U,59721,999,10159,0.00012018168,3.202e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31843,2024-088Q,Sattelite,2026-02-22T16:55:02.948736,15.30188486,0.00012351,53.1606,209.8145,80.3273,279.7867,0,U,59722,999,10138,9.6958273e-05,2.512e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31766,2024-088R,Sattelite,2026-02-22T19:32:45.771360,15.30192515,0.00013993,53.1614,209.0744,113.0688,247.0461,0,U,59723,999,10140,3.53698e-05,6.88e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31836,2024-088S,Sattelite,2026-02-22T16:30:44.664480,15.30187261,0.00011689,53.1598,209.7099,96.4489,263.6645,0,U,59724,999,10138,-3.952651e-06,-4.76e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31820,2024-088T,Sattelite,2026-02-22T21:26:34.140480,15.3020494,0.00012221,53.1586,208.8569,83.9724,276.1416,0,U,59725,999,10141,0.00013831867,3.74e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31642,2024-088U,Sattelite,2026-02-22T16:50:29.455584,15.30193933,0.00010648,53.1595,209.7943,82.5607,277.5514,0,U,59726,999,10138,5.946181e-05,1.402e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31827,2024-088V,Sattelite,2026-02-22T20:07:43.081248,15.30194158,0.0001235,53.1599,209.2219,71.6136,288.4999,0,U,59727,999,10152,4.8870568e-05,1.088e-05,0.0,False,False,False,False,False,False,False,False,starlink,
SHIYAN-23 (SY-23),2024-089A,Sattelite,2026-02-22T06:20:35.619360,14.86880218,0.0002828,97.7772,57.4203,188.5875,171.5294,0,U,59728,999,9676,7.102e-05,5.81e-06,0.0,False,False,False,False,False,False,False,False,False,
STARLINK-31472,2024-090A,Sattelite,2026-02-22T00:26:24.984672,15.27579115,0.00013537,42.9995,271.9814,261.9114,98.1584,0,U,59730,999,10104,1.9739366e-05,2.81e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31817,2024-090B,Sattelite,2026-02-22T15:42:04.641696,15.27583675,0.0001452,43.0012,268.1546,255.8704,104.1986,0,U,59731,999,10114,9.5176e-05,2.358e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31833,2024-090D,Sattelite,2026-02-22T22:44:54.826656,15.27642258,0.00023755,42.9991,266.9147,267.9053,92.1526,0,U,59733,999,10118,-0.00016131398,-4.708e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31849,2024-090E,Sattelite,2026-02-21T22:57:21.363264,15.27580332,8.07e-05,43.0018,265.4529,250.6827,109.3938,0,U,59734,999,10111,3.5247e-05,7.08e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31661,2024-090F,Sattelite,2026-02-22T20:38:53.551392,15.27582371,0.00015174,42.9995,260.2002,273.2209,86.8469,0,U,59735,999,10125,8.7224631e-05,2.139e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31707,2024-090G,Sattelite,2026-02-22T00:20:51.974016,15.275826,6.973e-05,43.0,271.9537,313.6988,46.3806,0,U,59736,999,10104,6.5268448e-05,1.535e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31821,2024-090H,Sattelite,2026-02-22T22:35:43.088352,15.27577168,8.672e-05,42.9991,266.8681,274.4869,85.5883,0,U,59737,999,10118,-2.3335635e-05,-9.04e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31819,2024-090J,Sattelite,2026-02-22T22:28:18.626016,15.27571295,0.00012359,42.9981,266.8283,257.6639,102.4074,0,U,59738,999,10118,0.00021252604,5.589e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31726,2024-090K,Sattelite,2026-02-22T20:18:59.695200,15.27577125,9.727e-05,43.0017,267.0172,260.5869,99.4872,0,U,59739,999,10117,1.7580224e-05,2.22e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31759,2024-090L,Sattelite,2026-02-22T15:10:50.862432,15.27573071,0.0001368,43.0014,268.8454,269.0102,91.0593,0,U,59740,999,10113,-3.2839e-05,-1.165e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31818,2024-090M,Sattelite,2026-02-22T21:16:21.166176,15.27581662,0.00013273,43.0002,267.3114,270.1163,89.9537,0,U,59741,999,10117,1.2827525e-05,9.1e-07,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31816,2024-090N,Sattelite,2026-02-22T15:20:04.581888,15.27581728,0.0001411,43.0044,268.872,265.4078,94.6612,0,U,59742,999,10111,4.1935e-05,8.92e-06,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31809,2024-090P,Sattelite,2026-02-22T20:44:26.937888,15.27579935,0.00014726,42.9989,260.2252,263.8992,96.1692,0,U,59743,999,10125,7.5493103e-05,1.816e-05,0.0,False,False,False,False,False,False,False,False,starlink,
STARLINK-31779,2024-090Q,Sattelite,2026-02-22T20:30:06.143328,15.2757904,0.00010233,43.001,267.0776,274.6021,85.4714,0,U,59744,999,10117,2.6166727e-05,4.58e-06,0.0,False,False,False,False,False,False,False,False,starlink,
